question,context,answers,correct_answer_id,bloom_category
What arrived first to the scene?,"Two a.m. and we are standing on the side of the road waiting for the fire service to take the top off the car in front of us. The wind whistles across the flats making us all shiver despite our fleeces and our jackets.
Two cars have been involved in a high-speed road traffic accident (RTA), the parked car that was hit has been shunted forward leaving ten-yard-long skid marks. The cars aren't too damaged but the seats inside have shifted around, trapping the occupants.
There are seven ambulances here, four fire trucks, half a dozen police and three ambulance officers with clipboards. There are eight patients, all but one need cutting from the cars and collaring and boarding. The only woman involved is 'walking wounded'.
The reason that it is taking so long for our car to get its lid removed by the fire service is because of the position of one of the patients inside. He looks rather unwell and the crew looking after him really would like to get to him sooner rather than later.
Our ambulance was fourth on scene. When I arrived I spoke to a stationmate to see what he wanted us to do, who he wanted us to look after. Normally he is the station clown, now he's all serious and professional, no fake beards or silly glasses.
Everyone gets checked over, all the ambulance crews are calm, it's serious but it doesn't look like anyone is about to die; more a case of being careful moving the patients 'just in case'.
The roof comes off the car and with the help of another crew and some firefighters we get our patient out safely and strapped to a board. He is freezing cold. He is not wearing warm clothing so the delay in getting him out and the terrible weather have us concerned for his body temperature.
We are in a new ambulance so the heater works. Turning it up to full we are soon sweating as we assess the patient and prepare for transport.",['An ambulance.' 'A police car.' 'A fire truck.' 'not enough information'],3,Understanding
What does the narrator think of the situation?,"Two a.m. and we are standing on the side of the road waiting for the fire service to take the top off the car in front of us. The wind whistles across the flats making us all shiver despite our fleeces and our jackets.
Two cars have been involved in a high-speed road traffic accident (RTA), the parked car that was hit has been shunted forward leaving ten-yard-long skid marks. The cars aren't too damaged but the seats inside have shifted around, trapping the occupants.
There are seven ambulances here, four fire trucks, half a dozen police and three ambulance officers with clipboards. There are eight patients, all but one need cutting from the cars and collaring and boarding. The only woman involved is 'walking wounded'.
The reason that it is taking so long for our car to get its lid removed by the fire service is because of the position of one of the patients inside. He looks rather unwell and the crew looking after him really would like to get to him sooner rather than later.
Our ambulance was fourth on scene. When I arrived I spoke to a stationmate to see what he wanted us to do, who he wanted us to look after. Normally he is the station clown, now he's all serious and professional, no fake beards or silly glasses.
Everyone gets checked over, all the ambulance crews are calm, it's serious but it doesn't look like anyone is about to die; more a case of being careful moving the patients 'just in case'.
The roof comes off the car and with the help of another crew and some firefighters we get our patient out safely and strapped to a board. He is freezing cold. He is not wearing warm clothing so the delay in getting him out and the terrible weather have us concerned for his body temperature.
We are in a new ambulance so the heater works. Turning it up to full we are soon sweating as we assess the patient and prepare for transport.","['not enough information' 'That it is not life threatening.'
 'That it is hopeless.' 'That it is life or death.']",1,Analyzing
What does the stationmate probably tell the crew to do?,"Two a.m. and we are standing on the side of the road waiting for the fire service to take the top off the car in front of us. The wind whistles across the flats making us all shiver despite our fleeces and our jackets.
Two cars have been involved in a high-speed road traffic accident (RTA), the parked car that was hit has been shunted forward leaving ten-yard-long skid marks. The cars aren't too damaged but the seats inside have shifted around, trapping the occupants.
There are seven ambulances here, four fire trucks, half a dozen police and three ambulance officers with clipboards. There are eight patients, all but one need cutting from the cars and collaring and boarding. The only woman involved is 'walking wounded'.
The reason that it is taking so long for our car to get its lid removed by the fire service is because of the position of one of the patients inside. He looks rather unwell and the crew looking after him really would like to get to him sooner rather than later.
Our ambulance was fourth on scene. When I arrived I spoke to a stationmate to see what he wanted us to do, who he wanted us to look after. Normally he is the station clown, now he's all serious and professional, no fake beards or silly glasses.
Everyone gets checked over, all the ambulance crews are calm, it's serious but it doesn't look like anyone is about to die; more a case of being careful moving the patients 'just in case'.
The roof comes off the car and with the help of another crew and some firefighters we get our patient out safely and strapped to a board. He is freezing cold. He is not wearing warm clothing so the delay in getting him out and the terrible weather have us concerned for his body temperature.
We are in a new ambulance so the heater works. Turning it up to full we are soon sweating as we assess the patient and prepare for transport.","['To take care of the people with the worst injuries'
 'not enough information' 'to remove the lid from the car'
 'to wear fake beards and silly glasses']",0,Applying
What time of day was the accident?,"Two a.m. and we are standing on the side of the road waiting for the fire service to take the top off the car in front of us. The wind whistles across the flats making us all shiver despite our fleeces and our jackets.
Two cars have been involved in a high-speed road traffic accident (RTA), the parked car that was hit has been shunted forward leaving ten-yard-long skid marks. The cars aren't too damaged but the seats inside have shifted around, trapping the occupants.
There are seven ambulances here, four fire trucks, half a dozen police and three ambulance officers with clipboards. There are eight patients, all but one need cutting from the cars and collaring and boarding. The only woman involved is 'walking wounded'.
The reason that it is taking so long for our car to get its lid removed by the fire service is because of the position of one of the patients inside. He looks rather unwell and the crew looking after him really would like to get to him sooner rather than later.
Our ambulance was fourth on scene. When I arrived I spoke to a stationmate to see what he wanted us to do, who he wanted us to look after. Normally he is the station clown, now he's all serious and professional, no fake beards or silly glasses.
Everyone gets checked over, all the ambulance crews are calm, it's serious but it doesn't look like anyone is about to die; more a case of being careful moving the patients 'just in case'.
The roof comes off the car and with the help of another crew and some firefighters we get our patient out safely and strapped to a board. He is freezing cold. He is not wearing warm clothing so the delay in getting him out and the terrible weather have us concerned for his body temperature.
We are in a new ambulance so the heater works. Turning it up to full we are soon sweating as we assess the patient and prepare for transport.","['In the late morning.' 'late at night' 'In the afternoon.'
 'not enough information']",1,Understanding
When did the accident probably occur?,"Two a.m. and we are standing on the side of the road waiting for the fire service to take the top off the car in front of us. The wind whistles across the flats making us all shiver despite our fleeces and our jackets.
Two cars have been involved in a high-speed road traffic accident (RTA), the parked car that was hit has been shunted forward leaving ten-yard-long skid marks. The cars aren't too damaged but the seats inside have shifted around, trapping the occupants.
There are seven ambulances here, four fire trucks, half a dozen police and three ambulance officers with clipboards. There are eight patients, all but one need cutting from the cars and collaring and boarding. The only woman involved is 'walking wounded'.
The reason that it is taking so long for our car to get its lid removed by the fire service is because of the position of one of the patients inside. He looks rather unwell and the crew looking after him really would like to get to him sooner rather than later.
Our ambulance was fourth on scene. When I arrived I spoke to a stationmate to see what he wanted us to do, who he wanted us to look after. Normally he is the station clown, now he's all serious and professional, no fake beards or silly glasses.
Everyone gets checked over, all the ambulance crews are calm, it's serious but it doesn't look like anyone is about to die; more a case of being careful moving the patients 'just in case'.
The roof comes off the car and with the help of another crew and some firefighters we get our patient out safely and strapped to a board. He is freezing cold. He is not wearing warm clothing so the delay in getting him out and the terrible weather have us concerned for his body temperature.
We are in a new ambulance so the heater works. Turning it up to full we are soon sweating as we assess the patient and prepare for transport.","['A long time ago' 'less than 5 minutes ago' 'not enough information'
 'A short time ago']",3,Analyzing
What does the narrator think of his stationmate?,"Two a.m. and we are standing on the side of the road waiting for the fire service to take the top off the car in front of us. The wind whistles across the flats making us all shiver despite our fleeces and our jackets.
Two cars have been involved in a high-speed road traffic accident (RTA), the parked car that was hit has been shunted forward leaving ten-yard-long skid marks. The cars aren't too damaged but the seats inside have shifted around, trapping the occupants.
There are seven ambulances here, four fire trucks, half a dozen police and three ambulance officers with clipboards. There are eight patients, all but one need cutting from the cars and collaring and boarding. The only woman involved is 'walking wounded'.
The reason that it is taking so long for our car to get its lid removed by the fire service is because of the position of one of the patients inside. He looks rather unwell and the crew looking after him really would like to get to him sooner rather than later.
Our ambulance was fourth on scene. When I arrived I spoke to a stationmate to see what he wanted us to do, who he wanted us to look after. Normally he is the station clown, now he's all serious and professional, no fake beards or silly glasses.
Everyone gets checked over, all the ambulance crews are calm, it's serious but it doesn't look like anyone is about to die; more a case of being careful moving the patients 'just in case'.
The roof comes off the car and with the help of another crew and some firefighters we get our patient out safely and strapped to a board. He is freezing cold. He is not wearing warm clothing so the delay in getting him out and the terrible weather have us concerned for his body temperature.
We are in a new ambulance so the heater works. Turning it up to full we are soon sweating as we assess the patient and prepare for transport.","['not enough information' 'He wears fake glasses'
 'He is the station clown' 'He has a silly beard']",2,Analyzing
How is the young man probably feeling?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['not enough information' 'He is calm and relaxed.' 'He is scared.'
 'He is excited.']",2,Analyzing
How FRU responded to the problem?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['starting the patient on asthma medication'
 'giving the patient a taxi ride to the hospital' 'not enough information'
 'dealing with the drunken group of teenage girls']",0,Analyzing
How long did it probably take for the ambulance to come?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['several hours' 'over an hour' 'not enough information'
 'less than an hour']",3,Understanding
How many miles away is the hospital?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.",['Six' 'not enough information' 'Fifteen' 'Five'],1,Understanding
Where the events of the story take place?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['Near the night club' 'near the Taxi office' 'In the car'
 'not enough information']",1,Understanding
Who had been in line at a nightclub before the asthma accident?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['The young man.' 'not enough information' 'The emergency worker.'
 'That cab driver.']",0,Analyzing
How long did the emergency worker probably care for the young man?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['until he got to the hospital' 'not enough information' 'All night.'
 'until the ambulance arrived']",3,Applying
Will the sick person be able to pay for the attention during this incident?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['not enough information'
 'Yes, he knows he has asthma so he has Health Insurance.'
 'Probably he will scrape enough money together'
 'NO, he is very poor so he does not have Health Insurance even though he has asthma.']",0,Analyzing
What did the FRU person think?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['not enough information'
 ""That people shouldn't queue to get into nighclubs""
 ""That people shouldn't ever get drunk""
 'That there should be more ambulances']",3,Understanding
What does the emergency worker think about the lack of ambulances?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['It is not a problem.' 'not enough information' 'It is a problem.'
 'It is good for traffic that there are few ambulances on the road.']",2,Understanding
Why was the young man wheezing?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['Because of the exhaust from the taxi.' 'Because he was sick.'
 'Because of the loud music from the club.' 'not enough information']",1,Understanding
When did the patient receive a second dose of asthma medication?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['after heading to the taxi office' 'after ambulance arrived'
 'ten minutes after he got to the nightclub' 'not enough information']",0,Understanding
When did the man have an asthma attack?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['not enough information' 'After the narrator arrived.'
 'After getting in line at the club.' 'After meeting the teenage girls.']",2,Understanding
What will probably happen to the young man next?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['not enough information'
 'He will get into an ambulance and go to the hospital.' 'He will die.'
 'The teenage girls will give him a ride to the hospital.']",1,Analyzing
"In the end of this story, the patient","The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.","['will die' 'will survive' 'will have a heart attack'
 'not enough information']",1,Understanding
Where was the young man waiting in line at?,"The staffing of ambulances at the moment is ... to put it bluntly ... poor.
Working on the fast response unit (FRU - a car that is designed to get to the sickest patients quickly) means that I often get to an emergency call within minutes of it being made. Unfortunately, with so few ambulances on the road, the patient and I are often left staring at each other for long periods of time; in a couple of cases up to an hour.
I was sent to a young man having an asthma attack. It was late at night, and he had been queuing to get into a nightclub when he had started to feel his breathing getting tight, the sign of an asthma attack, so had headed to a taxi office in order to go home. Unfortunatel, his asthma progressed and so an ambulance was called. What he got was me, on my own, in a car.
After dealing with the drunken group of teenage girls that had taken time out of waiting for a cab to start loudly 'caring' for my patient, I started my assessment. It was a cold night so I sat the young man in the taxi office and listened to his chest. I could hear a nice loud wheezing from his lungs so I started him on the first dose of our asthma medication. I got his details and checked his vital signs, and waited for the ambulance to turn up.
It takes between five and ten minutes for the asthma medication to finish, and by the end of it there was still no ambulance.
I listened to his chest again, still an audible wheeze, so I gave him a second dose of the medication. So there he was, sitting in a cab office at three in the morning with a mask over his face, 'smoke' pouring from it, and all around us were intoxicated people getting cabs home.
It was not very dignified.",['not enough information' 'A hospital.' 'A nightclub.' 'A taxi station.'],2,Remembering
